x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.6259283423423767,0.56252121925354,0.5031449198722839,0.4598383903503418,0.42481887340545654,0.5369469523429871,0.5037627220153809,0.47376635670661926,0.4450089931488037,0.5965005159378052,0.5732234716415405,0.5528857707977295,0.538634181022644,0.6504381895065308,0.6304535269737244,0.6141928434371948,0.5960188508033752,0.6958346366882324,0.6869511604309082,0.6740374565124512,0.6594117879867554,0.6949032545089722,0.6765539050102234,0.6543453335762024,0.644146203994751,0.6329338550567627,0.5763508677482605,0.5636278986930847,0.5805174708366394,0.6043771505355835,0.5965580344200134,0.5917190909385681,0.6177825927734375,0.6482704877853394,0.6344805955886841,0.6551005244255066,0.6983842849731445,0.734900951385498,0.6819210052490234,0.713464081287384,0.7516955137252808,0.7815934419631958,-2.2171182934016542e-07,-0.04412287101149559,-0.09210257232189178,-0.13623833656311035,-0.182320237159729,-0.11946910619735718,-0.19349412620067596,-0.244893878698349,-0.27510344982147217,-0.1305856555700302,-0.19921234250068665,-0.23116375505924225,-0.25111496448516846,-0.14364998042583466,-0.2100839912891388,-0.22389252483844757,-0.2278413027524948,-0.15865583717823029,-0.2096463441848755,-0.2161228507757187,-0.21700264513492584
0.6193471550941467,0.563827633857727,0.5201504826545715,0.5062174797058105,0.5148281455039978,0.5328975915908813,0.5041106939315796,0.4742417335510254,0.4414665400981903,0.5821558833122253,0.5623394250869751,0.5418792963027954,0.5199499726295471,0.6326774954795837,0.6165187954902649,0.5998708605766296,0.5816351771354675,0.6803469061851501,0.6684037446975708,0.6483305096626282,0.6288747191429138,0.8040094375610352,0.7876561880111694,0.7476387619972229,0.7063563466072083,0.6745724081993103,0.6212167143821716,0.569432258605957,0.5499176383018494,0.549315869808197,0.6095021963119507,0.5590046644210815,0.5631861090660095,0.5821646451950073,0.626558244228363,0.6072536110877991,0.6513620018959045,0.6984182596206665,0.6649284958839417,0.6809151768684387,0.7260401844978333,0.768133819103241,7.802211854368579e-08,-0.03237355872988701,-0.06127428263425827,-0.08742722123861313,-0.11420375108718872,-0.06363379955291748,-0.11273031681776047,-0.14885208010673523,-0.17189879715442657,-0.07318733632564545,-0.12661652266979218,-0.15497474372386932,-0.16870208084583282,-0.08526040613651276,-0.1402362436056137,-0.15406663715839386,-0.1549621820449829,-0.09875227510929108,-0.1459321230649948,-0.15451055765151978,-0.1533423513174057
0.6298001408576965,0.5797653198242188,0.5338566899299622,0.5138060450553894,0.5071732997894287,0.5469274520874023,0.5092557072639465,0.4702458679676056,0.43101900815963745,0.5952383875846863,0.5658918023109436,0.5249421000480652,0.48464441299438477,0.6448975801467896,0.6260215044021606,0.600930392742157,0.5778840184211731,0.6899242997169495,0.6728484630584717,0.6463818550109863,0.6252962946891785,0.8097643852233887,0.8008840084075928,0.7394555807113647,0.6894961595535278,0.6436453461647034,0.626626193523407,0.5687889456748962,0.5430877208709717,0.534426212310791,0.6104763746261597,0.5427027344703674,0.5354568958282471,0.5396333336830139,0.6241358518600464,0.5787144303321838,0.6433703303337097,0.7009720802307129,0.6607387661933899,0.671139657497406,0.728778600692749,0.7762288451194763,-1.2492150425202908e-08,-0.03295174613595009,-0.05484344810247421,-0.07508094608783722,-0.09653757512569427,-0.04645857214927673,-0.09342965483665466,-0.1285584717988968,-0.1506517231464386,-0.05551028251647949,-0.10722312331199646,-0.13802602887153625,-0.15268491208553314,-0.06833498924970627,-0.12913253903388977,-0.14372165501117706,-0.14188449084758759,-0.08247242867946625,-0.13819074630737305,-0.14858673512935638,-0.14615541696548462
0.6285831928253174,0.5795462131500244,0.533385694026947,0.5141870975494385,0.5197184085845947,0.548589289188385,0.5140145421028137,0.47355884313583374,0.43322229385375977,0.6002120971679688,0.5724050998687744,0.5304946899414062,0.4899035096168518,0.6531609296798706,0.6306644082069397,0.6065433025360107,0.5873974561691284,0.6996195912361145,0.6807836890220642,0.6549188494682312,0.637113094329834,0.7993220090866089,0.7818342447280884,0.7248390316963196,0.6690040230751038,0.6205055117607117,0.6084820628166199,0.5533586740493774,0.5250426530838013,0.5159100294113159,0.5904487371444702,0.5217117071151733,0.5053776502609253,0.5058728456497192,0.6032810807228088,0.5870956778526306,0.6668084263801575,0.7347780466079712,0.6421396136283875,0.6557135581970215,0.7184890508651733,0.7721046805381775,1.4305990703178395e-07,-0.038567397743463516,-0.06669176369905472,-0.0920225977897644,-0.11712959408760071,-0.0645209401845932,-0.1225714460015297,-0.16314055025577545,-0.1863405853509903,-0.0714564397931099,-0.1325952112674713,-0.1641465425491333,-0.1770283430814743,-0.08160971105098724,-0.14496219158172607,-0.1485578417778015,-0.13645322620868683,-0.09435079246759415,-0.14581942558288574,-0.14579984545707703,-0.13417842984199524
0.6466176509857178,0.5966827869415283,0.5481091141700745,0.5225484371185303,0.534294843673706,0.5556870698928833,0.5139620304107666,0.47340017557144165,0.4348042607307434,0.610629141330719,0.5785124897956848,0.5460345149040222,0.5170095562934875,0.6669740676879883,0.6537502408027649,0.6332796812057495,0.6170476675033569,0.7170591354370117,0.7032903432846069,0.6804152131080627,0.6646243333816528,0.7839051485061646,0.7642443180084229,0.7175459861755371,0.6651122570037842,0.6170494556427002,0.5741465091705322,0.5317105650901794,0.5073954463005066,0.49341922998428345,0.5518084168434143,0.5029327273368835,0.48882627487182617,0.48486626148223877,0.5659750699996948,0.5789523124694824,0.672336995601654,0.7461112141609192,0.6091123223304749,0.6432275176048279,0.7138739228248596,0.7699576616287231,1.9885513324879867e-07,-0.047162361443042755,-0.08146558701992035,-0.11259932816028595,-0.14257200062274933,-0.06669345498085022,-0.12766794860363007,-0.1709955930709839,-0.19664524495601654,-0.0713186040520668,-0.1358719915151596,-0.16878068447113037,-0.18240691721439362,-0.08075305074453354,-0.1497889906167984,-0.1529078483581543,-0.13874298334121704,-0.09379002451896667,-0.14986827969551086,-0.15048395097255707,-0.13785189390182495
0.6618714928627014,0.610327422618866,0.5632315874099731,0.5379278659820557,0.546317458152771,0.5539445281028748,0.5097537636756897,0.46695631742477417,0.4293312132358551,0.6095123887062073,0.5869873762130737,0.5583625435829163,0.5357858538627625,0.668003499507904,0.6673401594161987,0.652678370475769,0.6454733610153198,0.7216301560401917,0.7208871245384216,0.6978074312210083,0.6848076581954956,0.7835246324539185,0.7599112391471863,0.710464596748352,0.6607561111450195,0.6178901195526123,0.583111047744751,0.5295872092247009,0.505350649356842,0.4942682981491089,0.5635868310928345,0.4944095015525818,0.4840848445892334,0.4834136962890625,0.5770666599273682,0.5499720573425293,0.6475821137428284,0.7219899296760559,0.6146764159202576,0.6024439930915833,0.6693335175514221,0.7213963866233826,2.658094615526352e-07,-0.04358000308275223,-0.07518570870161057,-0.10491660982370377,-0.13308508694171906,-0.05715988203883171,-0.11722782999277115,-0.16165702044963837,-0.18781891465187073,-0.0641295537352562,-0.12727822363376617,-0.16018211841583252,-0.17303965985774994,-0.07623972743749619,-0.1431775540113449,-0.14197410643100739,-0.12390320003032684,-0.09167579561471939,-0.1414918750524521,-0.13425640761852264,-0.11622133105993271
0.6631456613540649,0.6075957417488098,0.55900639295578,0.5420342087745667,0.55247563123703,0.5416133403778076,0.5069864392280579,0.468295693397522,0.43215319514274597,0.6005088090896606,0.5847753286361694,0.5627155303955078,0.5428233742713928,0.6627106070518494,0.6613480448722839,0.6561899185180664,0.649503231048584,0.7202503085136414,0.721649169921875,0.7087629437446594,0.7000511288642883,0.7842258214950562,0.7623643279075623,0.705208420753479,0.6535508036613464,0.6199687123298645,0.5869012475013733,0.5367936491966248,0.509769082069397,0.497744619846344,0.5518518090248108,0.4844188094139099,0.4697111248970032,0.470008909702301,0.5512756109237671,0.5473272800445557,0.6599134206771851,0.7411345839500427,0.5754488706588745,0.6078667640686035,0.6938427686691284,0.7509042620658875,4.791393735104066e-07,-0.04599485546350479,-0.07793346792459488,-0.10853467136621475,-0.1373077780008316,-0.05333702266216278,-0.1185205727815628,-0.16760136187076569,-0.19761662185192108,-0.06111060455441475,-0.1388186365365982,-0.18306612968444824,-0.20012134313583374,-0.07414267212152481,-0.1523059904575348,-0.15366144478321075,-0.13362549245357513,-0.09106884896755219,-0.14937375485897064,-0.1453905999660492,-0.12716707587242126
0.6697936058044434,0.6098504662513733,0.5606459975242615,0.5439132452011108,0.5519782900810242,0.5437257289886475,0.5122226476669312,0.47646212577819824,0.4387633800506592,0.6047855019569397,0.5979315638542175,0.5781354308128357,0.5565685033798218,0.6681205034255981,0.6680352091789246,0.6652815937995911,0.6582330465316772,0.726470947265625,0.7288842797279358,0.7183805704116821,0.710598886013031,0.7731825709342957,0.7484562397003174,0.6979557275772095,0.6504724621772766,0.6101294159889221,0.5796725153923035,0.525934100151062,0.5063362121582031,0.5081973075866699,0.549014687538147,0.4761517345905304,0.4625285565853119,0.4746819734573364,0.5485156178474426,0.5525084733963013,0.6669097542762756,0.7572025060653687,0.570328950881958,0.5904382467269897,0.6794543266296387,0.7472015023231506,4.5273569071468955e-07,-0.039682045578956604,-0.0731891617178917,-0.10700885206460953,-0.13934575021266937,-0.05422661453485489,-0.1249593049287796,-0.17810945212841034,-0.2081659585237503,-0.06583011150360107,-0.14798857271671295,-0.19297698140144348,-0.20832301676273346,-0.08223029971122742,-0.16384217143058777,-0.16497428715229034,-0.14263497292995453,-0.10164928436279297,-0.15931865572929382,-0.15076778829097748,-0.12808674573898315
0.6689870953559875,0.605557382106781,0.5573365092277527,0.5404753088951111,0.5369918346405029,0.5426823496818542,0.5153918862342834,0.4976688027381897,0.48397815227508545,0.6032648086547852,0.589587390422821,0.5772318243980408,0.572345495223999,0.6665115356445312,0.6744980216026306,0.6661516427993774,0.6615822911262512,0.7277534008026123,0.7338975667953491,0.7198455333709717,0.7134173512458801,0.7326211929321289,0.7108211517333984,0.6660257577896118,0.6143179535865784,0.5695108771324158,0.5547963976860046,0.5234648585319519,0.5163031220436096,0.521282970905304,0.5139573812484741,0.48787569999694824,0.49812597036361694,0.5177384614944458,0.5083738565444946,0.5622763633728027,0.6727762222290039,0.7534857988357544,0.5320648550987244,0.5891607403755188,0.671240508556366,0.7308417558670044,2.4462383407808375e-07,-0.03919161111116409,-0.07107529044151306,-0.10152166336774826,-0.13131290674209595,-0.06487742811441422,-0.1305646002292633,-0.17496374249458313,-0.19759328663349152,-0.07216841727495193,-0.13933245837688446,-0.16682535409927368,-0.17364582419395447,-0.08469654619693756,-0.1543203890323639,-0.15235009789466858,-0.13278982043266296,-0.10007867217063904,-0.14760376513004303,-0.13951735198497772,-0.1207454651594162
0.6758318543434143,0.6198403239250183,0.5623282194137573,0.5399083495140076,0.536414384841919,0.5687327980995178,0.5234912037849426,0.5165646076202393,0.5182710289955139,0.6303530931472778,0.6042566299438477,0.5937505960464478,0.5941979885101318,0.6911197900772095,0.6957569122314453,0.6889821290969849,0.6809490919113159,0.7496989965438843,0.7568888068199158,0.7430523633956909,0.7287576198577881,0.6851948499679565,0.6815006732940674,0.6476215720176697,0.6470791101455688,0.6577621698379517,0.5178454518318176,0.4735867381095886,0.5244141817092896,0.5962758660316467,0.4716721773147583,0.41662096977233887,0.4957060217857361,0.6026127338409424,0.46757209300994873,0.5380722284317017,0.6766104698181152,0.7738075256347656,0.4924478828907013,0.5703661441802979,0.6701933741569519,0.7356723546981812,-2.5429099537177535e-07,-0.05550170689821243,-0.10034479945898056,-0.1440676599740982,-0.18648481369018555,-0.0932169258594513,-0.1821736842393875,-0.2349901646375656,-0.2580951750278473,-0.09848254173994064,-0.19927482306957245,-0.23252326250076294,-0.23194660246372223,-0.11077190190553665,-0.20095093548297882,-0.19915205240249634,-0.1720685213804245,-0.12779365479946136,-0.18531534075737,-0.18056325614452362,-0.16076171398162842
